44 42
1400 1100
0	0	31	32	0	4	1	3	4	1	1	0	1	3	4	0	51	52	53	54	0	55	56	57	0	15	15	0	0	0	0	0	0	96	96	96	96	96	96	96	96	96	0	0
0	0	31	32	0	4	3	0	1	3	3	0	3	4	1	0	58	59	60	61	0	62	63	64	0	15	15	0	0	0	0	0	95	96	96	96	96	96	96	96	96	96	95	0
0	0	31	32	0	1	4	0	3	1	4	1	4	1	3	0	0	0	0	0	0	0	0	0	0	15	15	0	0	0	0	0	96	96	96	96	96	96	96	96	96	96	96	0
0	0	31	32	0	3	4	1	4	3	4	3	4	3	4	0	38	65	66	67	0	68	21	69	0	15	15	0	0	0	0	0	0	96	96	96	96	96	96	96	96	96	0	0
0	0	31	32	0	4	1	3	4	1	1	0	1	1	1	0	38	70	71	38	0	72	73	73	0	15	15	0	0	0	0	0	0	96	96	96	96	96	96	96	96	96	0	0
0	0	31	32	0	4	3	4	1	3	3	0	3	3	3	0	74	75	76	74	0	77	78	79	0	15	15	0	0	0	0	0	95	96	96	96	96	96	96	96	96	96	95	0
0	0	31	32	0	4	0	4	3	4	1	1	1	1	4	0	74	80	81	74	0	15	15	82	0	15	15	0	0	0	0	0	96	96	96	96	96	96	96	96	96	96	96	0
0	0	31	32	0	4	0	4	0	4	3	3	3	3	4	0	74	83	84	74	0	15	15	85	0	15	15	0	0	0	0	0	0	96	96	96	96	96	96	96	96	96	0	0
0	0	31	32	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0
0	21	31	32	21	21	21	4	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
